pbs_code,prescriber_code,prescriber_type,schedule_code
"14536C","M","Medical Practitioners","3834"
"14536C","N","Nurse Practitioners","3834"
"14537D","M","Medical Practitioners","3834"
"14538E","M","Medical Practitioners","3834"
"14538E","N","Nurse Practitioners","3834"
"14539F","M","Medical Practitioners","3834"
"14539F","N","Nurse Practitioners","3834"
"1453L","M","Medical Practitioners","3834"
"1453L","N","Nurse Practitioners","3834"
"14540G","M","Medical Practitioners","3834"
"14540G","N","Nurse Practitioners","3834"
"14541H","M","Medical Practitioners","3834"
"14541H","N","Nurse Practitioners","3834"
"14542J","M","Medical Practitioners","3834"
"14542J","N","Nurse Practitioners","3834"
"14543K","M","Medical Practitioners","3834"
"14543K","N","Nurse Practitioners","3834"
"14544L","M","Medical Practitioners","3834"
"14544L","N","Nurse Practitioners","3834"
"14545M","M","Medical Practitioners","3834"
"14545M","N","Nurse Practitioners","3834"
"14546N","M","Medical Practitioners","3834"
"14546N","N","Nurse Practitioners","3834"
"14547P","M","Medical Practitioners","3834"
"14547P","N","Nurse Practitioners","3834"
"14548Q","M","Medical Practitioners","3834"
"14548Q","N","Nurse Practitioners","3834"
"14549R","M","Medical Practitioners","3834"
"14549R","N","Nurse Practitioners","3834"
"14549R","O","Optometrist","3834"
"1454M","M","Medical Practitioners","3834"
"14550T","M","Medical Practitioners","3834"
"14550T","N","Nurse Practitioners","3834"
"14550T","O","Optometrist","3834"
"14551W","M","Medical Practitioners","3834"
"14551W","N","Nurse Practitioners","3834"
"14552X","M","Medical Practitioners","3834"
"14552X","N","Nurse Practitioners","3834"
"14553Y","M","Medical Practitioners","3834"
"14553Y","N","Nurse Practitioners","3834"
"14554B","M","Medical Practitioners","3834"
"14554B","N","Nurse Practitioners","3834"
"14555C","M","Medical Practitioners","3834"
"14555C","N","Nurse Practitioners","3834"
"14556D","M","Medical Practitioners","3834"
"14556D","N","Nurse Practitioners","3834"
"14557E","M","Medical Practitioners","3834"
"14557E","N","Nurse Practitioners","3834"
"14558F","M","Medical Practitioners","3834"
"14559G","M","Medical Practitioners","3834"
"14559G","N","Nurse Practitioners","3834"
"14560H","M","Medical Practitioners","3834"
"14560H","N","Nurse Practitioners","3834"
"14561J","M","Medical Practitioners","3834"
"14561J","N","Nurse Practitioners","3834"
"14562K","M","Medical Practitioners","3834"
"14562K","N","Nurse Practitioners","3834"
"14563L","M","Medical Practitioners","3834"
"14563L","N","Nurse Practitioners","3834"
"14564M","M","Medical Practitioners","3834"
"14564M","N","Nurse Practitioners","3834"
"14565N","M","Medical Practitioners","3834"
"14565N","N","Nurse Practitioners","3834"
"14566P","M","Medical Practitioners","3834"
"14567Q","M","Medical Practitioners","3834"
"1456P","M","Medical Practitioners","3834"
"1456P","N","Nurse Practitioners","3834"
"1456P","W","Midwives","3834"
"14571X","M","Medical Practitioners","3834"
"14571X","N","Nurse Practitioners","3834"
"14572Y","M","Medical Practitioners","3834"
"14573B","M","Medical Practitioners","3834"
"14574C","M","Medical Practitioners","3834"
"14574C","N","Nurse Practitioners","3834"
"14575D","M","Medical Practitioners","3834"
"14576E","M","Medical Practitioners","3834"
"14576E","N","Nurse Practitioners","3834"
"14577F","M","Medical Practitioners","3834"
"14578G","M","Medical Practitioners","3834"
"14579H","M","Medical Practitioners","3834"
"14580J","M","Medical Practitioners","3834"
"14581K","M","Medical Practitioners","3834"
"14582L","M","Medical Practitioners","3834"
"14583M","M","Medical Practitioners","3834"
"14584N","M","Medical Practitioners","3834"
"14585P","M","Medical Practitioners","3834"
"14586Q","M","Medical Practitioners","3834"
"14587R","M","Medical Practitioners","3834"
"14588T","M","Medical Practitioners","3834"
"14589W","M","Medical Practitioners","3834"
"14590X","M","Medical Practitioners","3834"
"14591Y","M","Medical Practitioners","3834"
"14592B","M","Medical Practitioners","3834"
"14593C","M","Medical Practitioners","3834"
"14594D","M","Medical Practitioners","3834"
"14595E","M","Medical Practitioners","3834"
"14596F","M","Medical Practitioners","3834"
"14597G","M","Medical Practitioners","3834"
"14598H","M","Medical Practitioners","3834"
"14599J","M","Medical Practitioners","3834"
"14600K","M","Medical Practitioners","3834"
"14601L","M","Medical Practitioners","3834"
"14602M","M","Medical Practitioners","3834"
"14603N","M","Medical Practitioners","3834"
"14604P","M","Medical Practitioners","3834"
"14605Q","M","Medical Practitioners","3834"
"14606R","M","Medical Practitioners","3834"
"14606R","N","Nurse Practitioners","3834"
"14607T","M","Medical Practitioners","3834"
"14607T","N","Nurse Practitioners","3834"
"14608W","M","Medical Practitioners","3834"
"14609X","M","Medical Practitioners","3834"
"1460W","M","Medical Practitioners","3834"
"1460W","N","Nurse Practitioners","3834"
"14610Y","M","Medical Practitioners","3834"
"14612C","M","Medical Practitioners","3834"
"14613D","M","Medical Practitioners","3834"
"14614E","M","Medical Practitioners","3834"
"14615F","M","Medical Practitioners","3834"
"14616G","M","Medical Practitioners","3834"
"14617H","M","Medical Practitioners","3834"
"14618J","M","Medical Practitioners","3834"
"14619K","M","Medical Practitioners","3834"
"14620L","M","Medical Practitioners","3834"
"14621M","M","Medical Practitioners","3834"
"14622N","M","Medical Practitioners","3834"
"14623P","M","Medical Practitioners","3834"
"14624Q","M","Medical Practitioners","3834"
"14625R","M","Medical Practitioners","3834"
"14626T","M","Medical Practitioners","3834"
"14627W","M","Medical Practitioners","3834"
"14628X","M","Medical Practitioners","3834"
"14629Y","M","Medical Practitioners","3834"
"14630B","M","Medical Practitioners","3834"
"14631C","M","Medical Practitioners","3834"
"14632D","M","Medical Practitioners","3834"
"14633E","M","Medical Practitioners","3834"
"14635G","M","Medical Practitioners","3834"
"14638K","M","Medical Practitioners","3834"
"14638K","N","Nurse Practitioners","3834"
"14639L","M","Medical Practitioners","3834"
"14640M","M","Medical Practitioners","3834"
"14641N","M","Medical Practitioners","3834"
"14642P","M","Medical Practitioners","3834"
"14642P","N","Nurse Practitioners","3834"
"14643Q","M","Medical Practitioners","3834"
"14643Q","N","Nurse Practitioners","3834"
"14644R","M","Medical Practitioners","3834"
"14644R","N","Nurse Practitioners","3834"
"14645T","M","Medical Practitioners","3834"
"14645T","N","Nurse Practitioners","3834"
"14646W","M","Medical Practitioners","3834"
"14647X","M","Medical Practitioners","3834"
"1464C","M","Medical Practitioners","3834"
"14650C","M","Medical Practitioners","3834"
"14650C","N","Nurse Practitioners","3834"
"14652E","M","Medical Practitioners","3834"
"14652E","N","Nurse Practitioners","3834"
"14653F","M","Medical Practitioners","3834"
"14653F","N","Nurse Practitioners","3834"
"14654G","M","Medical Practitioners","3834"
"14654G","N","Nurse Practitioners","3834"
"14655H","M","Medical Practitioners","3834"
"14655H","N","Nurse Practitioners","3834"
"14656J","M","Medical Practitioners","3834"
"14658L","M","Medical Practitioners","3834"
"14659M","M","Medical Practitioners","3834"
"14660N","M","Medical Practitioners","3834"
"14660N","N","Nurse Practitioners","3834"
"14661P","M","Medical Practitioners","3834"
"14662Q","M","Medical Practitioners","3834"
"14662Q","N","Nurse Practitioners","3834"
"14663R","M","Medical Practitioners","3834"
"14664T","M","Medical Practitioners","3834"
"14665W","M","Medical Practitioners","3834"
"14666X","M","Medical Practitioners","3834"
"14666X","N","Nurse Practitioners","3834"
"14667Y","M","Medical Practitioners","3834"
"14667Y","N","Nurse Practitioners","3834"
"14669C","M","Medical Practitioners","3834"
"1466E","M","Medical Practitioners","3834"
"1466E","N","Nurse Practitioners","3834"
"14670D","M","Medical Practitioners","3834"
"14671E","D","Dental","3834"
"14672F","M","Medical Practitioners","3834"
"14673G","M","Medical Practitioners","3834"
"14673G","N","Nurse Practitioners","3834"
"14676K","M","Medical Practitioners","3834"
"14677L","M","Medical Practitioners","3834"
"14678M","M","Medical Practitioners","3834"
"14679N","M","Medical Practitioners","3834"
"14680P","D","Dental","3834"
"14681Q","M","Medical Practitioners","3834"
"14681Q","N","Nurse Practitioners","3834"
"14683T","M","Medical Practitioners","3834"
"14684W","M","Medical Practitioners","3834"
"14685X","M","Medical Practitioners","3834"
"14686Y","M","Medical Practitioners","3834"
"14686Y","N","Nurse Practitioners","3834"
"14687B","M","Medical Practitioners","3834"
"14688C","M","Medical Practitioners","3834"
"14688C","N","Nurse Practitioners","3834"
"14689D","M","Medical Practitioners","3834"
"14690E","M","Medical Practitioners","3834"
"14691F","M","Medical Practitioners","3834"
"14691F","N","Nurse Practitioners","3834"
"14692G","M","Medical Practitioners","3834"
"14692G","N","Nurse Practitioners","3834"
"14692G","W","Midwives","3834"
"14693H","M","Medical Practitioners","3834"
"14694J","M","Medical Practitioners","3834"
"14694J","N","Nurse Practitioners","3834"
"14694J","W","Midwives","3834"
"14695K","M","Medical Practitioners","3834"
"14695K","N","Nurse Practitioners","3834"
"14695K","W","Midwives","3834"
"14696L","M","Medical Practitioners","3834"
"14696L","W","Midwives","3834"
"14697M","M","Medical Practitioners","3834"
"14697M","N","Nurse Practitioners","3834"
"14697M","W","Midwives","3834"
"14698N","M","Medical Practitioners","3834"
"14698N","N","Nurse Practitioners","3834"
"14698N","W","Midwives","3834"
"14699P","M","Medical Practitioners","3834"
"14699P","N","Nurse Practitioners","3834"
"14699P","W","Midwives","3834"
"14700Q","M","Medical Practitioners","3834"
"14700Q","N","Nurse Practitioners","3834"
"14700Q","W","Midwives","3834"
"14701R","M","Medical Practitioners","3834"
"14701R","N","Nurse Practitioners","3834"
"14701R","W","Midwives","3834"
"14702T","M","Medical Practitioners","3834"
"14702T","N","Nurse Practitioners","3834"
"14702T","W","Midwives","3834"
"14703W","M","Medical Practitioners","3834"
"14704X","M","Medical Practitioners","3834"
"14704X","W","Midwives","3834"
"14705Y","M","Medical Practitioners","3834"
"14705Y","N","Nurse Practitioners","3834"
"14705Y","W","Midwives","3834"
"14706B","M","Medical Practitioners","3834"
"14706B","N","Nurse Practitioners","3834"
"14706B","W","Midwives","3834"
"14707C","M","Medical Practitioners","3834"
"14707C","N","Nurse Practitioners","3834"
"14707C","W","Midwives","3834"
"14708D","M","Medical Practitioners","3834"
"14708D","N","Nurse Practitioners","3834"
"14708D","W","Midwives","3834"
"14709E","M","Medical Practitioners","3834"
"14709E","N","Nurse Practitioners","3834"
"14709E","W","Midwives","3834"
"14710F","M","Medical Practitioners","3834"
"14710F","N","Nurse Practitioners","3834"
"14710F","W","Midwives","3834"
"14711G","M","Medical Practitioners","3834"
"14711G","N","Nurse Practitioners","3834"
"14711G","W","Midwives","3834"
"14712H","M","Medical Practitioners","3834"
"14712H","N","Nurse Practitioners","3834"
"14713J","M","Medical Practitioners","3834"
"14714K","M","Medical Practitioners","3834"
"14715L","M","Medical Practitioners","3834"
"14715L","N","Nurse Practitioners","3834"
"14716M","M","Medical Practitioners","3834"
"14716M","N","Nurse Practitioners","3834"
"14717N","M","Medical Practitioners","3834"
"14717N","N","Nurse Practitioners","3834"
"14718P","M","Medical Practitioners","3834"
"14719Q","M","Medical Practitioners","3834"
"14719Q","N","Nurse Practitioners","3834"
"1471K","M","Medical Practitioners","3834"
"1471K","N","Nurse Practitioners","3834"
"14720R","M","Medical Practitioners","3834"
"14720R","N","Nurse Practitioners","3834"
"14721T","M","Medical Practitioners","3834"
"14721T","N","Nurse Practitioners","3834"
"14722W","M","Medical Practitioners","3834"
"14722W","N","Nurse Practitioners","3834"
"14723X","M","Medical Practitioners","3834"
"14724Y","M","Medical Practitioners","3834"
"14725B","M","Medical Practitioners","3834"
"14725B","N","Nurse Practitioners","3834"
"14725B","W","Midwives","3834"
"14729F","M","Medical Practitioners","3834"
"1472L","M","Medical Practitioners","3834"
"1472L","N","Nurse Practitioners","3834"
"14730G","M","Medical Practitioners","3834"
"14730G","N","Nurse Practitioners","3834"
"14732J","M","Medical Practitioners","3834"
"14733K","M","Medical Practitioners","3834"
"14733K","N","Nurse Practitioners","3834"
"14734L","M","Medical Practitioners","3834"
"14734L","N","Nurse Practitioners","3834"
"14736N","M","Medical Practitioners","3834"
"14737P","M","Medical Practitioners","3834"
"14738Q","M","Medical Practitioners","3834"
"14740T","M","Medical Practitioners","3834"
"14740T","N","Nurse Practitioners","3834"
"14741W","M","Medical Practitioners","3834"
"14741W","N","Nurse Practitioners","3834"
"14742X","M","Medical Practitioners","3834"
"14743Y","M","Medical Practitioners","3834"
"14744B","M","Medical Practitioners","3834"
"14745C","M","Medical Practitioners","3834"
"14746D","M","Medical Practitioners","3834"
"14747E","M","Medical Practitioners","3834"
"14748F","M","Medical Practitioners","3834"
"14749G","M","Medical Practitioners","3834"
"14750H","M","Medical Practitioners","3834"
"14751J","M","Medical Practitioners","3834"
"14752K","M","Medical Practitioners","3834"
"14753L","M","Medical Practitioners","3834"
"14754M","M","Medical Practitioners","3834"
"14755N","M","Medical Practitioners","3834"
"14756P","M","Medical Practitioners","3834"
"14757Q","M","Medical Practitioners","3834"
"14758R","M","Medical Practitioners","3834"
"14759T","M","Medical Practitioners","3834"
"1475P","M","Medical Practitioners","3834"
"1475P","N","Nurse Practitioners","3834"
"14760W","M","Medical Practitioners","3834"
"14761X","M","Medical Practitioners","3834"
"14762Y","M","Medical Practitioners","3834"
"14763B","M","Medical Practitioners","3834"
"14764C","M","Medical Practitioners","3834"
"14765D","M","Medical Practitioners","3834"
"14766E","M","Medical Practitioners","3834"
"14767F","M","Medical Practitioners","3834"
"14768G","M","Medical Practitioners","3834"
"14768G","N","Nurse Practitioners","3834"
"14768G","O","Optometrist","3834"
"14769H","M","Medical Practitioners","3834"
"1476Q","M","Medical Practitioners","3834"
"14770J","M","Medical Practitioners","3834"
"14771K","M","Medical Practitioners","3834"
"14772L","M","Medical Practitioners","3834"
"14773M","M","Medical Practitioners","3834"
"14774N","M","Medical Practitioners","3834"
"14775P","M","Medical Practitioners","3834"
"14775P","N","Nurse Practitioners","3834"
"14776Q","M","Medical Practitioners","3834"
"14777R","M","Medical Practitioners","3834"
"14778T","M","Medical Practitioners","3834"
"14779W","M","Medical Practitioners","3834"
"14780X","M","Medical Practitioners","3834"
"14781Y","M","Medical Practitioners","3834"
"14781Y","N","Nurse Practitioners","3834"
"14782B","M","Medical Practitioners","3834"
"14782B","N","Nurse Practitioners","3834"
"14783C","M","Medical Practitioners","3834"
"14784D","M","Medical Practitioners","3834"
"14785E","M","Medical Practitioners","3834"
"14786F","M","Medical Practitioners","3834"
"14787G","M","Medical Practitioners","3834"
"14788H","M","Medical Practitioners","3834"
"14789J","M","Medical Practitioners","3834"
"1478T","M","Medical Practitioners","3834"
"1478T","N","Nurse Practitioners","3834"
"14790K","M","Medical Practitioners","3834"
"14790K","N","Nurse Practitioners","3834"
"14791L","M","Medical Practitioners","3834"
"14791L","N","Nurse Practitioners","3834"
"14791L","W","Midwives","3834"
"14792M","M","Medical Practitioners","3834"
